Name,Address,lat,long,Price,url
華寶花園 02座 高層,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,938,http://www.malimalihome.net/residential/878041
海灣花園 海城閣 中層 ,氹仔氹仔北安灣私家地,22.1621892106,113.5609424114,460,http://www.malimalihome.net/residential/2348324
樂駿盈軒 01座 高層Q,氹仔沙維斯街62-80號,22.1575688079,113.5515868664,450,http://www.malimalihome.net/residential/2963150
新世界花園 高層F ,氹仔埃武拉街389-427號,22.1580556962,113.5580778122,580,http://www.malimalihome.net/residential/2954928
鴻業大廈 中層 B ,氹仔廣東大馬路199-241號,22.1588804215,113.5498380661,860,http://www.malimalihome.net/residential/2355852
金利達花園 04,氹仔佛山街150號,22.1577377286,113.5529494286,678,http://www.malimalihome.net/residential/2862258
美景花園 01,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,818,http://www.malimalihome.net/residential/2908903
花城(百佳) 01,氹仔哥英布拉街105-175號,22.1569825524,113.5564363003,860,http://www.malimalihome.net/residential/2825698
樂駿盈軒 高層Z ,氹仔沙維斯街62-80號,22.1575688079,113.5515868664,428,http://www.malimalihome.net/residential/2963148
名門世家 06座 高層A,氹仔氹仔柯維納馬路,22.1571812834,113.5473918915,3600,http://www.malimalihome.net/residential/2317379
南貴花園 01 中層 J,氹仔廣東大馬路71-109號,22.1583438538,113.5491299629,580,http://www.malimalihome.net/residential/2956988
南新花園 04座 高層E,氹仔廣東大馬路46-78H,22.1578370935,113.5498702526,650,http://www.malimalihome.net/residential/2899118
南新花園 03座 低層F,氹仔廣東大馬路46-78H,22.1578370935,113.5498702526,800,http://www.malimalihome.net/residential/2461253
百利寶花園 01,氹仔澳門仔孫逸仙博士大馬路42C地段,22.157866903,113.5588181019,880,http://www.malimalihome.net/residential/2962238
至尊花城 中層 D ,氹仔基馬拉斯大馬路,22.1569328697,113.5550200939,1680,http://www.malimalihome.net/residential/2919362
海茵怡居 02座 中層 K,氹仔氹仔美副將大馬路,22.1579993335,113.5599413652,920,http://www.malimalihome.net/residential/2922567
濠景花園 27,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,1098,http://www.malimalihome.net/residential/2847310
樂駿盈軒 01座 低層Q,氹仔沙維斯街62-80號,22.1575688079,113.5515868664,380,http://www.malimalihome.net/residential/2963131
金利達花園 01,氹仔佛山街150號,22.1577377286,113.5529494286,588,http://www.malimalihome.net/residential/482436
祐寶閣 02座 中層 B,氹仔盧廉若馬路651號,22.1595362238,113.5476708412,2000,http://www.malimalihome.net/residential/2942674
雍景灣 01座 高層A,氹仔氹仔孫逸仙博士大馬路42E地段,22.1570421718,113.5591614246,1298,http://www.malimalihome.net/residential/2628717
雍景灣 02座,氹仔氹仔孫逸仙博士大馬路42E地段,22.1570421718,113.5591614246,1480,http://www.malimalihome.net/residential/1729612
萬國華庭 01座,氹仔埃武拉街384-434號,22.1576483,113.5584425926,799,http://www.malimalihome.net/residential/2333773
花城(永亨) 01,氹仔埃武拉街278-366號,22.1569229331,113.5580456257,838,http://www.malimalihome.net/residential/2845948
花城(永亨) 05,氹仔埃武拉街278-366號,22.1569229331,113.5580456257,810,http://www.malimalihome.net/residential/2231198
鴻發花園 02座,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,750,http://www.malimalihome.net/residential/2846610
濠庭都會 11,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1680,http://www.malimalihome.net/residential/2231176
濠庭都會 11,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1830,http://www.malimalihome.net/residential/2435909
海茵怡居 01座,氹仔氹仔美副將大馬路,22.1579993335,113.5599413652,1220,http://www.malimalihome.net/residential/1802286
海洋花園 海蘭苑 ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,2080,http://www.malimalihome.net/residential/2899007
大潭山壹號 04,氹仔澳門氹仔昔日新瞭望臺馬路一號,22.1524017263,113.5640108585,2420,http://www.malimalihome.net/residential/2675654
大潭山壹號 04,氹仔澳門氹仔昔日新瞭望臺馬路一號,22.1524017263,113.5640108585,1740,http://www.malimalihome.net/residential/2023800
華寶花園 03座 高層,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,708,http://www.malimalihome.net/residential/2927725
南新花園 02 中層,氹仔廣東大馬路46-78H,22.1578370935,113.5498702526,640,http://www.malimalihome.net/residential/2898894
百利寶花園 01,氹仔澳門氹仔孫逸仙博士大馬路42C地段,22.157866903,113.5588181019,808,http://www.malimalihome.net/residential/2937136
南貴花園 1 高層,氹仔廣東大馬路71-109號,22.1583438538,113.5491299629,578,http://www.malimalihome.net/residential/2937145
金利達花園 01,氹仔佛山街150號,22.1577377286,113.5529494286,638,http://www.malimalihome.net/residential/2498068
鴻發花園 03座 中層 A,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,740,http://www.malimalihome.net/residential/2533744
華寶花園 04座 高層Q,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,718,http://www.malimalihome.net/residential/2533783
美景花園 03,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,870,http://www.malimalihome.net/residential/2907183
海洋花園 海蘭苑 高層C ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1978,http://www.malimalihome.net/residential/2720837
海洋花園 海蘭苑 高層D ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,2080,http://www.malimalihome.net/residential/2881939
海茵怡居 01座 低層F,氹仔氹仔美副將大馬路,22.1579993335,113.5599413652,1150,http://www.malimalihome.net/residential/2767329
雄昌花園 01座 中層 H,氹仔杭州街10-50號,22.1607285836,113.5555136204,660,http://www.malimalihome.net/residential/2799250
濠庭都會 11,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1700,http://www.malimalihome.net/residential/2863152
濠景花園 32,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,728,http://www.malimalihome.net/residential/2767506
鴻業大廈 1 高層J,氹仔廣東大馬路199-241號,22.1588804215,113.5498380661,898,http://www.malimalihome.net/residential/2799215
大潭山壹號 04,氹仔氹仔大潭山壹號,22.1524017263,113.5640108585,2510,http://www.malimalihome.net/residential/2694142
海灣花園 海濤閣 高層P ,氹仔氹仔北安灣私家地,22.1621892106,113.5609424114,528,http://www.malimalihome.net/residential/2811535
海怡花園 03座 高層T,氹仔杭州街52-90號,22.1612055247,113.5557281971,728,http://www.malimalihome.net/residential/2811495
雄昌花園1座660萬,氹仔杭州街10-50號,22.1607285836,113.5555136204,660,http://www.malimalihome.net/residential/2437050
百利寳靚裝1座1406呎1020萬,氹仔澳門氹仔孫逸仙博士大馬路42C地段,22.157866903,113.5588181019,1020,http://www.malimalihome.net/residential/2860970
創福豪庭 02,氹仔亞利雅架圓形地,22.1569527428,113.5606849194,775,http://www.malimalihome.net/residential/2819638
葡京花園 麗景臺 低層E ,氹仔七潭公路495-501號,22.1582643621,113.5458254814,540,http://www.malimalihome.net/residential/2892700
鴻發花園 02座 高層L,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,760,http://www.malimalihome.net/residential/2911346
美景花園 03,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,870,http://www.malimalihome.net/residential/2944085
至尊花城 高層B ,氹仔基馬拉斯大馬路,22.1569328697,113.5550200939,1650,http://www.malimalihome.net/residential/2649407
華寶花園6座1671呎950萬,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,950,http://www.malimalihome.net/residential/2920703
美景花園6座2701呎1350萬,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,1350,http://www.malimalihome.net/residential/2958068
祐寶閣 01座 高層,氹仔盧廉若馬路651號,22.1595362238,113.5476708412,2398,http://www.malimalihome.net/residential/2896816
新世界花園 02座 高層,氹仔埃武拉街389-427號,22.1580556962,113.5580778122,575,http://www.malimalihome.net/residential/2954991
華寶花園 01座 低層,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,758,http://www.malimalihome.net/residential/2623603
寶龍花園 金龍閣 低層 ,氹仔基馬拉斯大馬路504-520號,22.1589797857,113.5575413704,655,http://www.malimalihome.net/residential/2878176
利萊德海濱花園大廈 利萊 高層K ,氹仔海洋花園大馬路83-147號,22.1573402679,113.5419845581,838,http://www.malimalihome.net/residential/2758750
泉鴻花園 亮苑 低層D ,氹仔孫逸仙博士大馬路602-708號,22.1621097211,113.555867672,827,http://www.malimalihome.net/residential/2871686
海灣花園 海港閣 高層J ,氹仔氹仔北安灣私家地,22.1621892106,113.5609424114,560,http://www.malimalihome.net/residential/2281029
海灣花園 海港閣 高層AJ ,氹仔氹仔北安灣私家地,22.1621892106,113.5609424114,560,http://www.malimalihome.net/residential/2906824
華寶花園 05座 中層 AA,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,768,http://www.malimalihome.net/residential/2903557
寶龍花園 4 中層 AJ,氹仔基馬拉斯大馬路504-520號,22.1589797857,113.5575413704,698,http://www.malimalihome.net/residential/2885574
濠庭都會 10,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1150,http://www.malimalihome.net/residential/2923470
百利寶花園 01,氹仔澳門仔孫逸仙博士大馬路42C地段,22.157866903,113.5588181019,880,http://www.malimalihome.net/residential/2957233
美景花園 01,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,870,http://www.malimalihome.net/residential/2929075
泉亮花園 01 中層 G,氹仔波爾圖街343-379號,22.1594666691,113.5582065582,798,http://www.malimalihome.net/residential/2939387
百利寶花園 01,氹仔澳門氹仔孫逸仙博士大馬路42C地段,22.157866903,113.5588181019,780,http://www.malimalihome.net/residential/2937112
美景花園 03,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,998,http://www.malimalihome.net/residential/2958251
金利達花園 01,氹仔佛山街150號,22.1577377286,113.5529494286,618,http://www.malimalihome.net/residential/2934961
創福豪庭 01,氹仔亞利雅架圓形地,22.1569527428,113.5606849194,895,http://www.malimalihome.net/residential/2962961
鴻發花園 03座 低層C,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,750,http://www.malimalihome.net/residential/2674907
鴻發花園 03座 高層C,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,823,http://www.malimalihome.net/residential/1524924
南貴花園 中層 E ,氹仔廣東大馬路71-109號,22.1583438538,113.5491299629,748,http://www.malimalihome.net/residential/2962937
海洋花園 荷花苑 高層B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1200,http://www.malimalihome.net/residential/1824722
海洋花園 玫瑰苑 高層B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,3600,http://www.malimalihome.net/residential/1752629
海洋花園 中層 G ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,885,http://www.malimalihome.net/residential/2923980
海洋花園 楊苑 低層F ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,900,http://www.malimalihome.net/residential/480390
海洋花園 玉蘭苑 高層G ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1100,http://www.malimalihome.net/residential/1216348
海洋花園 海蘭苑 高層D ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1920,http://www.malimalihome.net/residential/1563397
海洋花園 桃苑 低層B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,890,http://www.malimalihome.net/residential/2611115
海洋花園 桃苑 中層 C ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,770,http://www.malimalihome.net/residential/1277313
海洋花園 榆苑 高層B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1080,http://www.malimalihome.net/residential/2065815
海洋花園 杏花苑 高層O ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,850,http://www.malimalihome.net/residential/17838
海洋花園 芙蓉苑 高層H ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,768,http://www.malimalihome.net/residential/2499152
海洋花園 李苑 高層L ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,850,http://www.malimalihome.net/residential/37463
海洋花園 李苑 低層I ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,740,http://www.malimalihome.net/residential/2514022
海洋花園 紅桃苑 高層N ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,850,http://www.malimalihome.net/residential/2138095
濠景花園 23,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,1600,http://www.malimalihome.net/residential/2456490
海洋花園 紅棉苑 低層K ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1000,http://www.malimalihome.net/residential/1366899
海洋花園 麗花苑 高層D ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1050,http://www.malimalihome.net/residential/2017575
華寶花園 04座 高層T,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,728,http://www.malimalihome.net/residential/2862148
凱旋居 怡景臺 高層E ,氹仔廣東大馬路,22.1576781095,113.5480570793,808,http://www.malimalihome.net/residential/2961146
樂駿盈軒 01座 低層O,氹仔沙維斯街62-80號,22.1575688079,113.5515868664,790,http://www.malimalihome.net/residential/2858446
至尊花城 中層 C ,氹仔基馬拉斯大馬路,22.1569328697,113.5550200939,1620,http://www.malimalihome.net/residential/1571306
金利達花園 03,氹仔佛山街150號,22.1577377286,113.5529494286,750,http://www.malimalihome.net/residential/2950213
鴻發花園 02座 高層M,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,838,http://www.malimalihome.net/residential/2799912
百達花園 01座 高層H,氹仔廣東大馬路115-147號,22.1584829642,113.5492479801,638,http://www.malimalihome.net/residential/2021638
茵景園 低層L ,氹仔嘉樂庇總督馬路,22.1561379428,113.5601377487,960,http://www.malimalihome.net/residential/227488
海洋花園 紫鵑苑 中層 N ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1088,http://www.malimalihome.net/residential/1704477
金利達花園 01,氹仔佛山街150號,22.1577377286,113.5529494286,678,http://www.malimalihome.net/residential/2799911
葡京花園 順景臺 高層C ,氹仔七潭公路495-501號,22.1582643621,113.5458254814,880,http://www.malimalihome.net/residential/1235399
濠庭都會 09,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1700,http://www.malimalihome.net/residential/2962904
濠景花園 32,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,768,http://www.malimalihome.net/residential/2953275
華寶花園 01座 高層E,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,780,http://www.malimalihome.net/residential/2858693
海洋花園 李苑 低層I ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,750,http://www.malimalihome.net/residential/1869884
海灣花園 海城閣 高層AV ,氹仔氹仔北安灣私家地,22.1621892106,113.5609424114,478,http://www.malimalihome.net/residential/2318913
鴻發花園 02座 高層L,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,760,http://www.malimalihome.net/residential/2706409
南貴花園 中層 J ,氹仔廣東大馬路71-109號,22.1583438538,113.5491299629,570,http://www.malimalihome.net/residential/2961765
南貴花園 1 中層,氹仔廣東大馬路71-109號,22.1583438538,113.5491299629,568,http://www.malimalihome.net/residential/2960939
萬國華庭 01座 中層 F,氹仔埃武拉街384-434號,22.1576483,113.5584425926,718,http://www.malimalihome.net/residential/2947409
花城(永亨) 02,氹仔埃武拉街278-366號,22.1569229331,113.5580456257,1058,http://www.malimalihome.net/residential/2684441
金利達花園 03,氹仔佛山街150號,22.1577377286,113.5529494286,630,http://www.malimalihome.net/residential/2601383
新世界花園 02座 高層E,氹仔埃武拉街389-427號,22.1580556962,113.5580778122,570,http://www.malimalihome.net/residential/2960891
海灣花園 海城閣 高層AV ,氹仔海灣圍10-74號,22.1621892106,113.5609424114,478,http://www.malimalihome.net/residential/2960959
濠庭都會 04,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,838,http://www.malimalihome.net/residential/752645
氹仔高層海景可間3,氹仔海洋花園大馬路83-147號,22.1573402679,113.5419845581,868,http://www.malimalihome.net/residential/2888853
華寶花園 05座 中層,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,970,http://www.malimalihome.net/residential/2946618
海洋花園 李苑 低層I ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,750,http://www.malimalihome.net/residential/2883045
葡京花園連天台 ,氹仔七潭公路495-501號,22.1582643621,113.5458254814,740,http://www.malimalihome.net/residential/2914858
樂駿盈軒 01座 高層,氹仔沙維斯街62-80號,22.1575688079,113.5515868664,380,http://www.malimalihome.net/residential/2868115
祐寶閣 01座 高層,氹仔盧廉若馬路651號,22.1595362238,113.5476708412,2398,http://www.malimalihome.net/residential/2192126
泉鴻花園 福苑 高層K ,氹仔孫逸仙博士大馬路602-708號,22.1621097211,113.555867672,768,http://www.malimalihome.net/residential/2933952
濠庭都會 14座 高層A,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,918,http://www.malimalihome.net/residential/2899980
金利達花園 03,氹仔佛山街150號,22.1577377286,113.5529494286,638,http://www.malimalihome.net/residential/2912795
濠景花園 23,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,1438,http://www.malimalihome.net/residential/2776103
濠景花園 20,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,898,http://www.malimalihome.net/residential/2776091
鴻發花園 01座 高層S,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,800,http://www.malimalihome.net/residential/2912759
鴻發花園 01座 低層T,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,680,http://www.malimalihome.net/residential/2912758
雍景灣 03座 高層L,氹仔氹仔孫逸仙博士大馬路42E地段,22.1570421718,113.5591614246,1130,http://www.malimalihome.net/residential/2896439
濠景花園 27,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,1380,http://www.malimalihome.net/residential/2776102
濠庭都會 08座 中層 E,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1050,http://www.malimalihome.net/residential/2899979
聚龍明珠 02,氹仔氹仔東北馬路,22.1652296509,113.5595583916,1680,http://www.malimalihome.net/residential/2486243
至尊花城 ,氹仔基馬拉斯大馬路,22.1569328697,113.5550200939,1750,http://www.malimalihome.net/residential/2960221
金利達花園 03,氹仔佛山街150號,22.1577377286,113.5529494286,680,http://www.malimalihome.net/residential/2813363
美景花園 06,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,1388,http://www.malimalihome.net/residential/2957883
華寶花園 02座,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,958,http://www.malimalihome.net/residential/2885807
華寶花園 01座 高層,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,715,http://www.malimalihome.net/residential/2885270
濠景花園 29,氹仔基馬拉斯大馬路95-179號,22.1585028371,113.5536575317,850,http://www.malimalihome.net/residential/2890664
鴻業大廈 1 中層,氹仔廣東大馬路199-241號,22.1588804215,113.5498380661,740,http://www.malimalihome.net/residential/2935779
寶龍花園 銀龍閣 中層     ,氹仔基馬拉斯大馬路504-520號,22.1589797857,113.5575413704,698,http://www.malimalihome.net/residential/2929586
萬國華庭 01座 高層,氹仔埃武拉街384-434號,22.1576483,113.5584425926,638,http://www.malimalihome.net/residential/2895146
創福豪庭 02,氹仔亞利雅架圓形地,22.1569527428,113.5606849194,760,http://www.malimalihome.net/residential/2923102
凱旋居 怡景臺 中層      ,氹仔柯維納馬路,22.1576781095,113.5480570793,808,http://www.malimalihome.net/residential/2900496
曼克頓 01座 高層,氹仔孫逸仙博士大馬路,22.1572905853,113.5591721535,1288,http://www.malimalihome.net/residential/2925643
海茵怡居 02座 中層,氹仔氹仔美副將大馬路,22.1579993335,113.5599413652,900,http://www.malimalihome.net/residential/2916063
金利達花園 02,氹仔佛山街150號,22.1577377286,113.5529494286,588,http://www.malimalihome.net/residential/2900602
寶龍花園 銀龍閣 低層  ,氹仔基馬拉斯大馬路504-520號,22.1589797857,113.5575413704,695,http://www.malimalihome.net/residential/2962703
泉鴻花園 亮苑 低層D ,氹仔孫逸仙博士大馬路602-708號,22.1621097211,113.555867672,827,http://www.malimalihome.net/residential/2885834
寶龍花園 金龍閣 低層B ,氹仔基馬拉斯大馬路504-520號,22.1589797857,113.5575413704,668,http://www.malimalihome.net/residential/2956042
凱旋居 怡景臺 低層D ,氹仔柯維納馬路,22.1576781095,113.5480570793,880,http://www.malimalihome.net/residential/2926378
利萊德海濱花園大廈 利德 高層K ,氹仔海洋花園大馬路83-147號,22.1573402679,113.5419845581,861,http://www.malimalihome.net/residential/2822582
海洋花園 紫蘭苑 中層 C ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,888,http://www.malimalihome.net/residential/2927746
海洋花園 紫鵑苑 高層N ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1080,http://www.malimalihome.net/residential/2933680
海洋花園 榆苑 中層 B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1080,http://www.malimalihome.net/residential/2052849
海洋花園 高層B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1090,http://www.malimalihome.net/residential/2189960
海洋花園 雅蘭苑 低層A ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1100,http://www.malimalihome.net/residential/2149167
海洋花園 桃苑 低層B ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1130,http://www.malimalihome.net/residential/2254830
海洋花園 馨花苑 高層D ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1180,http://www.malimalihome.net/residential/2273070
海洋花園 玉蘭苑 中層 H ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1200,http://www.malimalihome.net/residential/2687437
海洋花園 雅蘭苑 高層C ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,1250,http://www.malimalihome.net/residential/2932539
海洋花園 芙蓉苑 高層H ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,768,http://www.malimalihome.net/residential/2052770
海洋花園 李苑 中層 I ,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,750,http://www.malimalihome.net/residential/2956779
美景花園 03,氹仔基馬拉斯大馬路21A-67號,22.1570719814,113.5538291931,998,http://www.malimalihome.net/residential/2958046
新世界花園 02座 高層,氹仔埃武拉街389-427號,22.1580556962,113.5580778122,578,http://www.malimalihome.net/residential/2948316
華寶花園 05座 中層AA,氹仔基馬拉斯大馬路30-68號,22.1562472455,113.5543978214,735,http://www.malimalihome.net/residential/2961659
海灣花園 海城閣 中層  ,氹仔海灣圍10-74號,22.1621892106,113.5609424114,468,http://www.malimalihome.net/residential/2961701
金利達花園 01,氹仔佛山街150號,22.1577377286,113.5529494286,633,http://www.malimalihome.net/residential/2948438
海洋花園   杏花苑  低層N  靚裝  2廁,氹仔海洋花園大馬路1441A,22.1606789022,113.5443878174,738,http://www.malimalihome.net/residential/2795276
濠庭都會  13座  低層A  開揚光猛  靚景,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1288,http://www.malimalihome.net/residential/2841199
凱旋居  怡景臺  高層E單位  1050呎  雙露台,氹仔柯維納馬路,22.1576781095,113.5480570793,838,http://www.malimalihome.net/residential/2875404
濠庭都會  4座中層C單位  3房  1020萬,氹仔氹仔BT19/25/30地段,22.1602019593,113.5551059246,1018,http://www.malimalihome.net/residential/2877008
鴻發花園  1座中層T單位  $700萬,氹仔廣東大馬路775-827A,22.1616526555,113.554033041,700,http://www.malimalihome.net/residential/2902757
