Name,Address,lat,long,Price,url
海名居 低層 ,澳門澳門東北大馬路,22.210222,113.557649,1230,http://www.malimalihome.net/residential/2653103
海名居 05座 高層,澳門澳門東北大馬路,22.210222,113.557649,1280,http://www.malimalihome.net/residential/744062
海天居 高層 ,澳門澳門友誼橋大馬路V地段,22.2114143948,113.5585820675,775,http://www.malimalihome.net/residential/2842906
綠楊花園 04,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,578,http://www.malimalihome.net/residential/740377
綠楊花園 02,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,628,http://www.malimalihome.net/residential/1966906
廣福安花園 09 高層,澳門黑沙環中街451-581號,22.2112184475,113.5547783436,628,http://www.malimalihome.net/residential/2900041
廣福祥花園 03座 中層,澳門勞動節大馬路,22.2102423306,113.5554921627,628,http://www.malimalihome.net/residential/2786128
裕華大廈 02座 中層 B,澳門黑沙環新街111-213號,22.2094079738,113.5544514656,568,http://www.malimalihome.net/residential/2937117
金海山花園 01座 中層D,澳門澳門黑沙環新街253-359號,22.208682874,113.5559105873,518,http://www.malimalihome.net/residential/2812547
建華大廈 07座 中層,澳門黑沙環新街112-206號,22.2083054234,113.5536682606,598,http://www.malimalihome.net/residential/2949600
東華新邨 02座 高層C,澳門黑沙環新街408-500號,22.206457887,113.5557603836,368,http://www.malimalihome.net/residential/2947506
建設花園 01 高層A,澳門馬交石炮台馬路1A-1H,22.2046103263,113.5535180569,738,http://www.malimalihome.net/residential/2784018
建設花園 01 高層D,澳門馬交石炮台馬路1A-1H,22.2046103263,113.5535180569,685,http://www.malimalihome.net/residential/2947517
百德大廈 01座 高層R,澳門澳門科英布拉街397-467號,22.1886368522,113.5496556759,788,http://www.malimalihome.net/residential/2868773
寰宇天下 02座 高層A,澳門澳門東北大馬路,22.2112753368,113.556522131,1050,http://www.malimalihome.net/residential/2418555
寰宇天下 01 高層D,澳門澳門東北大馬路,22.2112753368,113.556522131,1230,http://www.malimalihome.net/residential/2929057
寰宇天下 01 中層 C,澳門澳門東北大馬路,22.2112753368,113.556522131,12500,http://www.malimalihome.net/residential/2630254
寰宇天下 01 高層C,澳門澳門東北大馬路,22.2112753368,113.556522131,938,http://www.malimalihome.net/residential/2934166
海天居 02座 高層E,澳門澳門友誼橋大馬路V地段,22.2114143948,113.5585820675,738,http://www.malimalihome.net/residential/2951605
君悅灣 04座 中層C,澳門,22.2091612386,113.5578549528,1110,http://www.malimalihome.net/residential/2766381
君悅灣 01座 中層 C,澳門澳門友誼橋大馬路U+U1地段,22.2091612386,113.5578549528,1200,http://www.malimalihome.net/residential/2934165
凱泉灣 02 高層M,澳門澳門河邊新4-1街920號及比厘喇馬忌士街75-87號,22.1902743809,113.5330983908,908,http://www.malimalihome.net/residential/2904387
麗華新村 01座 低層,澳門市場街4-50號,22.2103515912,113.5510611534,458,http://www.malimalihome.net/residential/2933440
有福大廈 低層 ,澳門惠愛街52-56號,22.2027627412,113.5425639153,345,http://www.malimalihome.net/residential/2939771
廣福安花園 04 低層,澳門黑沙環中街451-581號,22.2112184475,113.5547783436,588,http://www.malimalihome.net/residential/2957882
君悅灣 01座 中層 C,澳門,22.2091612386,113.5578549528,1188,http://www.malimalihome.net/residential/2958177
雅熙閣 低層B ,澳門東望洋新街191-201號,22.1945476467,113.5462117195,560,http://www.malimalihome.net/residential/2934869
雅熙閣 低層 ,澳門東望洋新街191-201號,22.1945476467,113.5462117195,538,http://www.malimalihome.net/residential/2867630
威翠花園 B座 中層 V ,澳門沙梨頭新街95-123號,22.1582941715,113.5578203201,428,http://www.malimalihome.net/residential/2910061
婦聯大廈 高層G ,澳門馬大臣街16-22號,22.1944118798,113.5443074352,788,http://www.malimalihome.net/residential/2859963
金海山花園 09座 中層 A,澳門澳門黑沙環新街253-359號,22.208682874,113.5559105873,568,http://www.malimalihome.net/residential/2874634
廣福祥花園 01座 低層H,澳門勞動節大馬路,22.2102423306,113.5554921627,790,http://www.malimalihome.net/residential/2213689
華暉閣 低層D ,澳門區華利街6-8號,22.1984317477,113.544216156,740,http://www.malimalihome.net/residential/2870491
唯德花園 01座 高層G,澳門馬場東大馬路229-305號,22.2118017698,113.5534214973,628,http://www.malimalihome.net/residential/2916494
海擎天 03座 中層O,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,1098,http://www.malimalihome.net/residential/2934853
保利達花園 01座 高層D,澳門勞動節大馬路311-488號,22.2093583096,113.5565543175,740,http://www.malimalihome.net/residential/2676552
雅新大廈 A,澳門沙梨頭海邊大馬路194-224號,22.2033885389,113.5400104523,658,http://www.malimalihome.net/residential/2949658
富聯大廈 低層E ,澳門田畔街,22.1944118798,113.5443074352,368,http://www.malimalihome.net/residential/2601248
宏開大廈 04座 低層A,澳門,22.201282669,113.5417914391,508,http://www.malimalihome.net/residential/2870473
國成大廈 低層B ,澳門,22.1991171661,113.5379612446,338,http://www.malimalihome.net/residential/2947411
昌明花園 金星閣 中層 J ,澳門羅白沙街29號,22.2036468038,113.5433256626,790,http://www.malimalihome.net/residential/2860015
廣華新邨 12座 高層C,澳門黑沙環新街409-501號,22.2074511891,113.5567903519,465,http://www.malimalihome.net/residential/2947567
廣福祥花園 05座 中層 AM,澳門勞動節大馬路,22.2102423306,113.5554921627,728,http://www.malimalihome.net/residential/2867571
嘉華閣 中層 H ,澳門巴掌圍斜巷6-6B,22.1910210681,113.538261652,638,http://www.malimalihome.net/residential/2775110
綠楊花園 02,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,618,http://www.malimalihome.net/residential/2931734
海濱花園 10座 高層A,澳門黑沙環新街252-358號,22.2074313232,113.5548377037,538,http://www.malimalihome.net/residential/2874616
廣福祥花園 03座 中層 Z,澳門勞動節大馬路,22.2102423306,113.5554921627,628,http://www.malimalihome.net/residential/2867514
福海花園 福海閣 中層 D ,澳門黑沙環斜路14-22號,22.2049182547,113.5519301891,568,http://www.malimalihome.net/residential/2835522
廣華新邨 04座 高層A,澳門黑沙環新街409-501號,22.2074511891,113.5567903519,480,http://www.malimalihome.net/residential/1718160
建興龍廣場 高層AA ,澳門宋玉生廣場238-286號,22.1894017925,113.5516405106,650,http://www.malimalihome.net/residential/2253159
建興龍廣場 高層Y ,澳門宋玉生廣場238-286號,22.1894017925,113.5516405106,838,http://www.malimalihome.net/residential/1384955
典雅灣 低層C ,澳門林茂巷2-4號,22.2026435414,113.5376286507,820,http://www.malimalihome.net/residential/2947421
廣福安花園 09 中層 BT,澳門黑沙環中街451-581號,22.2112184475,113.5547783436,628,http://www.malimalihome.net/residential/2899992
海擎天 02座 高層H,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,918,http://www.malimalihome.net/residential/2932416
利盛閣 高層C ,澳門黑沙環馬路44N,22.2080868988,113.5500741005,7900,http://www.malimalihome.net/residential/1340151
建設花園 高層F ,澳門馬交石炮台馬路1A-1H,22.2046103263,113.5535180569,685,http://www.malimalihome.net/residential/2917271
運順新邨 ,澳門林茂海邊大馬路465-583號,22.2053652465,113.5412120819,438,http://www.malimalihome.net/residential/2956898
信基大廈 低層A ,澳門何光來巷23B-23C,22.2029514741,113.5434544086,358,http://www.malimalihome.net/residential/2961178
典雅灣 低層D ,澳門林茂巷2-4號,22.2026435414,113.5376286507,820,http://www.malimalihome.net/residential/2915050
南澳花園 02座 低層P,澳門東北大馬路87-109號,22.2064876861,113.5543441772,580,http://www.malimalihome.net/residential/2628214
寰宇天下 03座 低層E,澳門澳門東北大馬路,22.2112753368,113.556522131,1400,http://www.malimalihome.net/residential/2788536
海濱花園 04座 低層A,澳門黑沙環新街252-358號,22.2074313232,113.5548377037,560,http://www.malimalihome.net/residential/2905952
新城市花園 10,澳門台山新城市第三街,22.2129539557,113.5461473465,475,http://www.malimalihome.net/residential/2581442
海天居 01座 高層E,澳門澳門友誼橋大馬路V地段,22.2114143948,113.5585820675,940,http://www.malimalihome.net/residential/2954163
亨達大廈 低層AD ,澳門黑沙環海邊巷5-63號,22.2046301926,113.556060791,510,http://www.malimalihome.net/residential/2868521
新城市花園 12,澳門台山新城市第三街,22.2129539557,113.5461473465,458,http://www.malimalihome.net/residential/2806113
寰宇天下 05座 高層B,澳門澳門東北大馬路,22.2112753368,113.556522131,1200,http://www.malimalihome.net/residential/2956215
碧瑤閣 03座 中層 D,澳門海邊馬路/劏狗環27-29號,22.1998721159,113.553904295,893,http://www.malimalihome.net/residential/2768516
灣景園 01座 高層,澳門馬場東大馬路341號,22.2123977292,113.5537326336,8500,http://www.malimalihome.net/residential/2743486
壹號湖畔 01座 中層 C,澳門澳門外港新填海區B區B2街區B地段沙格斯大馬路,22.1861830543,113.5459113121,920,http://www.malimalihome.net/residential/1863088
海名居 02座 低層I,澳門澳門東北大馬路,22.210222,113.557649,1230,http://www.malimalihome.net/residential/1863092
寰宇天下 01 高層D,澳門澳門東北大馬路,22.2112753368,113.556522131,1299,http://www.malimalihome.net/residential/1863103
鴻安中心 03 中層 T,澳門畢仕達大馬路54D-54F號,22.1952827533,113.5538291931,1100,http://www.malimalihome.net/residential/1872472
湖景花園 ,澳門燒灰爐口16-18號,22.1879215795,113.536888361,4500,http://www.malimalihome.net/residential/1872531
君悅灣 03座 高層C,澳門,22.2091612386,113.5578549528,1330,http://www.malimalihome.net/residential/1863816
湖景豪庭 高層I ,澳門澳門商業大馬路251D-309號,22.1899978471,113.5396456718,4500,http://www.malimalihome.net/residential/1872470
海擎天 02座 高層L,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,918,http://www.malimalihome.net/residential/2961162
豐華大廈 低層C ,澳門下環街89-97號,22.1883785597,113.5328221321,399,http://www.malimalihome.net/residential/2961117
泉碧樓 低層A ,澳門得勝斜路17號,22.1967827563,113.5478425026,368,http://www.malimalihome.net/residential/2891054
金海山花園 01座 低層H,澳門澳門黑沙環新街253-359號,22.208682874,113.5559105873,518,http://www.malimalihome.net/residential/1803679
信基大廈 低層A ,澳門何光來巷23B-23C,22.2029514741,113.5434544086,358,http://www.malimalihome.net/residential/2605772
建華大廈 05座 低層F,澳門黑沙環新街112-206號,22.2083054234,113.5536682606,450,http://www.malimalihome.net/residential/2822849
鴻運閣 高層 ,澳門巴波沙大馬路216–232號,22.2126460449,113.5480463505,455,http://www.malimalihome.net/residential/2756633
時新大廈 低層D ,澳門賈伯樂提督街（提督街）127號,22.198262876,113.5438621044,380,http://www.malimalihome.net/residential/2537479
聯薪廣場 02座 高層,澳門筷子基南街75-125號,22.2074114572,113.5445058346,638,http://www.malimalihome.net/residential/2248160
廣福祥花園 07座 高層BJ,澳門勞動節大馬路161-253號,22.2102423306,113.5554921627,635,http://www.malimalihome.net/residential/2909282
廣福祥花園 03座 中層 Z,澳門勞動節大馬路161-253號,22.2102423306,113.5554921627,635,http://www.malimalihome.net/residential/2909281
廣福安花園 09 中層 BT,澳門黑沙環中街451-581號,22.2112184475,113.5547783436,628,http://www.malimalihome.net/residential/2903561
廣福安花園 04 中層 AD,澳門黑沙環中街451-581號,22.2112184475,113.5547783436,638,http://www.malimalihome.net/residential/2918467
保利達花園 05座 高層AH,澳門勞動節大馬路311-488號,22.2093583096,113.5565543175,598,http://www.malimalihome.net/residential/2895539
保利達花園 04座 高層AD,澳門勞動節大馬路311-488號,22.2093583096,113.5565543175,628,http://www.malimalihome.net/residential/2909308
保利達花園 02座 高層N,澳門勞動節大馬路311-488號,22.2093583096,113.5565543175,610,http://www.malimalihome.net/residential/2869343
保利達花園 01座 高層C,澳門勞動節大馬路311-488號,22.2093583096,113.5565543175,620,http://www.malimalihome.net/residential/2918116
保利達花園 01座 低層C,澳門勞動節大馬路311-488號,22.2093583096,113.5565543175,598,http://www.malimalihome.net/residential/2881549
怡南大廈 高層G ,澳門亞馬喇土腰（關閘馬路）64號,22.2131923379,113.5488724709,538,http://www.malimalihome.net/residential/2944951
怡南大廈 靚高層A ,澳門亞馬喇土腰（關閘馬路）64號,22.2131923379,113.5488724709,568,http://www.malimalihome.net/residential/2286078
怡南大廈 超高層C ,澳門亞馬喇土腰（關閘馬路）64號,22.2131923379,113.5488724709,578,http://www.malimalihome.net/residential/2633565
怡南大廈 高層J ,澳門亞馬喇土腰（關閘馬路）64號,22.2131923379,113.5488724709,568,http://www.malimalihome.net/residential/2898101
境豐豪庭 新豐閣 中層 C ,澳門山邊巷46號,22.1927893355,113.5472095013,1130,http://www.malimalihome.net/residential/2883892
境豐豪庭 寶豐閣 高層 G ,澳門山邊巷46號,22.1927893355,113.5472095013,1350,http://www.malimalihome.net/residential/2867334
新都成花園 高層A ,澳門罅些喇提督大馬路（提督馬路）19號,22.203515804,113.541477332,1330,http://www.malimalihome.net/residential/2800337
新都成花園 高層A ,澳門罅些喇提督大馬路（提督馬路）19號,22.203515804,113.541477332,1350,http://www.malimalihome.net/residential/2837192
海濱花園 10座 高層A,澳門黑沙環新街252-358號,22.2074313232,113.5548377037,538,http://www.malimalihome.net/residential/2468369
永添新邨 01座 低層U,澳門荷蘭園正街34-34A,22.2118117024,113.5526382923,438,http://www.malimalihome.net/residential/2927778
信達廣場 01座 中層 O,澳門伯多祿局長街/白馬行2A-4D號,22.1944582416,113.5430574417,508,http://www.malimalihome.net/residential/2703419
八達新邨 兆輝樓 中層 F ,澳門慕拉士大馬路190-216號,22.2057526382,113.5528957844,375,http://www.malimalihome.net/residential/2954793
裕華大廈 11座 高層B,澳門黑沙環新街111-213號,22.2094079738,113.5544514656,499,http://www.malimalihome.net/residential/2918689
綠楊花園 01,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,600,http://www.malimalihome.net/residential/2864620
東華新邨 02座 高層C,澳門黑沙環新街408-500號,22.206457887,113.5557603836,368,http://www.malimalihome.net/residential/2958050
福海花園 福安閣 低層   ,澳門黑沙環斜路14-22號,22.2049182547,113.5519301891,438,http://www.malimalihome.net/residential/2875738
東華新邨 05座 低層C,澳門黑沙環新街408-500號,22.206457887,113.5557603836,365,http://www.malimalihome.net/residential/2866685
東華新邨 08座 中層 E,澳門黑沙環新街408-500號,22.206457887,113.5557603836,365,http://www.malimalihome.net/residential/2866731
唯德花園 01座 高層G,澳門馬場東大馬路229-305號,22.2118017698,113.5534214973,628,http://www.malimalihome.net/residential/2918648
杏花新村 高層   ,澳門永樂街14-60號,22.2098648841,113.5522949696,398,http://www.malimalihome.net/residential/2875724
賈梅士花園大廈 低層O ,澳門洞穴街37-83號,22.2002098552,113.5386586189,420,http://www.malimalihome.net/residential/2948832
江海花園 低層O ,澳門蓮峰街16-26號,22.2087027398,113.5490119457,420,http://www.malimalihome.net/residential/2944667
光華閣 ,澳門俾利喇街11-11D號,22.1999714511,113.5442054272,338,http://www.malimalihome.net/residential/2837554
海擎天 03座 高層S,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,1470,http://www.malimalihome.net/residential/2773979
金海山花園 06座 高層G,澳門澳門黑沙環新街253-359號,22.208682874,113.5559105873,538,http://www.malimalihome.net/residential/2949269
大明閣 02,澳門台山中街100-136號,22.2108581621,113.5470592976,680,http://www.malimalihome.net/residential/2782055
逸麗花園 01,澳門台山中街272-382號,22.2109674223,113.5461473465,513,http://www.malimalihome.net/residential/2933777
逸麗花園 02,澳門台山中街272-382號,22.2109674223,113.5461473465,528,http://www.malimalihome.net/residential/2915920
新城市花園 02,澳門台山新城市第三街,22.2129539557,113.5461473465,445,http://www.malimalihome.net/residential/2799231
八達新邨 泰康樓 高層 ,澳門慕拉士大馬路190-216號,22.2057526382,113.5528957844,458,http://www.malimalihome.net/residential/2834420
八達新邨 兆輝樓 中層 ,澳門慕拉士大馬路190-216號,22.2057526382,113.5528957844,373,http://www.malimalihome.net/residential/2949024
運順新邨 D座 高層 ,澳門林茂海邊大馬路465-583號,22.2053652465,113.5412120819,378,http://www.malimalihome.net/residential/2861929
綠楊花園 01,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,598,http://www.malimalihome.net/residential/2655624
綠楊花園 04,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,576,http://www.malimalihome.net/residential/2923094
新寶花園 高層 ,澳門菜園路33-121號,22.2144835673,113.5509538651,545,http://www.malimalihome.net/residential/2836863
信達廣場 高層 ,澳門馬場大馬路5-49,22.1944582416,113.5430574417,460,http://www.malimalihome.net/residential/2843266
運順新邨 B座 低層 ,澳門林茂海邊大馬路465-583號,22.2053652465,113.5412120819,452,http://www.malimalihome.net/residential/2596511
多寶花園 萬寶閣 低層 ,澳門筷子街南街4-88號,22.2076597817,113.542971611,600,http://www.malimalihome.net/residential/2842323
昌明花園 銀星閣 低層 ,澳門羅白沙街29號,22.2036468038,113.5433256626,606,http://www.malimalihome.net/residential/2828632
新安花園 01座 低層,澳門友誼大馬路875-893號,22.1928390056,113.5514473915,799,http://www.malimalihome.net/residential/2942510
金豐大廈 01座 中層,澳門高美士街212號,22.1929780818,113.5517370701,838,http://www.malimalihome.net/residential/2766684
永泰大廈 高層 ,澳門宋玉生廣場719A-745號,22.1927694675,113.5484218597,698,http://www.malimalihome.net/residential/2892152
海濱花園 13座 低層,澳門黑沙環新街252-358號,22.2074313232,113.5548377037,7800,http://www.malimalihome.net/residential/2950429
龍園 雲龍閣 高層 ,澳門慕拉士大馬路124-130號,22.2077491784,113.5505568981,508,http://www.malimalihome.net/residential/2871012
江海花園 低層 ,澳門蓮峰街16-26號,22.2087027398,113.5490119457,408,http://www.malimalihome.net/residential/2842273
皇朝花園 B座 中層 ,澳門聖德倫街397-471號,22.1897991625,113.548926115,965,http://www.malimalihome.net/residential/2950825
建興龍廣埸 建富閣 高層 ,澳門宋玉生廣場238-286號,22.1894017925,113.5516405106,648,http://www.malimalihome.net/residential/2933857
雅新大廈 A,澳門沙梨頭海邊大馬路194-224號,22.2033885389,113.5400104523,638,http://www.malimalihome.net/residential/2861937
海景園 01座 高層Q,澳門順景廣場71-115號,22.2134406521,113.5535609722,558,http://www.malimalihome.net/residential/2799374
綠楊花園 04,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,578,http://www.malimalihome.net/residential/2868167
海擎天 03座 高層O,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,1030,http://www.malimalihome.net/residential/2773253
海擎天 04座 高層Z,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,898,http://www.malimalihome.net/residential/2802088
昌明花園 銀星閣 低層 ,澳門羅白沙街29號,22.2036468038,113.5433256626,598,http://www.malimalihome.net/residential/2829983
昌明花園 福星閣 高層S ,澳門羅白沙街29號,22.2036468038,113.5433256626,598,http://www.malimalihome.net/residential/2901063
東華新村 7座 高層F,澳門黑沙環海邊馬路no.320-416,22.2064828646,113.5558621041,368,http://www.malimalihome.net/residential/2866648
賈梅士花園大廈 高層O ,澳門洞穴街37-83號,22.2002098552,113.5386586189,420,http://www.malimalihome.net/residential/2868069
新寶花園 高層C ,澳門菜園路33-121號,22.2144835673,113.5509538651,568,http://www.malimalihome.net/residential/2957858
江海花園 11 高層Q,澳門蓮峰街16-26號,22.2087027398,113.5490119457,408,http://www.malimalihome.net/residential/2957919
新寶花園 高層D ,澳門菜園路33-121號,22.2144835673,113.5509538651,568,http://www.malimalihome.net/residential/2960896
海擎天 04座 高層V,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,858,http://www.malimalihome.net/residential/2960953
君悅灣 01座 高層C,澳門澳門友誼橋大馬路U+U1地段,22.2091612386,113.5578549528,1188,http://www.malimalihome.net/residential/2960903
金馬大廈 低層E ,澳門雅廉訪大馬路72C-74B,22.2047493908,113.5471773148,420,http://www.malimalihome.net/residential/2899127
東華新邨 08座 低層B,澳門黑沙環新街408-500號,22.206457887,113.5557603836,408,http://www.malimalihome.net/residential/1702421
東華新邨 02座 中層,澳門黑沙環新街408-500號,22.206457887,113.5557603836,440,http://www.malimalihome.net/residential/2623679
佳運大廈 低層  ,澳門水坑尾街354-358號,22.1953224887,113.5447847843,418,http://www.malimalihome.net/residential/2828345
寶麗花園 03 低層,澳門福安街19-49號,22.2011535344,113.5407400131,420,http://www.malimalihome.net/residential/2853452
永泰大廈 高層A ,澳門宋玉生廣場719A-745號,22.1927694675,113.5484218597,698,http://www.malimalihome.net/residential/2186794
信業大廈 低層D ,澳門沙梨頭海邊大馬路,22.2047394576,113.5421562195,388,http://www.malimalihome.net/residential/2592887
運順新邨 高層AO ,澳門林茂海邊大馬路465-583號,22.2053652465,113.5412120819,380,http://www.malimalihome.net/residential/2946108
運順新邨 高層AB ,澳門林茂海邊大馬路465-583號,22.2053652465,113.5412120819,438,http://www.malimalihome.net/residential/2218658
運順新邨 低層BM ,澳門林茂海邊大馬路465-583號,22.2053652465,113.5412120819,578,http://www.malimalihome.net/residential/2094780
綠楊花園 01,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,598,http://www.malimalihome.net/residential/2889241
海擎天 04座 中層 V,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,808,http://www.malimalihome.net/residential/2941148
海擎天 01座 中層 B,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,998,http://www.malimalihome.net/residential/2864115
多寶花園 鼎寶閣 高層C ,澳門筷子街南街4-88號,22.2076597817,113.542971611,808,http://www.malimalihome.net/residential/2813890
麗華新村 01座 低層AC,澳門市場街4-50號,22.2103515912,113.5510611534,358,http://www.malimalihome.net/residential/2392209
越秀花園 中層 A ,澳門雅廉訪大馬路57-61號,22.2034779383,113.5478746891,1380,http://www.malimalihome.net/residential/2784599
廣華新邨 04座 中層 H,澳門黑沙環新街409-501號,22.2074511891,113.5567903519,478,http://www.malimalihome.net/residential/1497623
廣華新邨 07座 高層F,澳門黑沙環新街409-501號,22.2074511891,113.5567903519,478,http://www.malimalihome.net/residential/2721693
海天居 04座 中層 C,澳門澳門友誼橋大馬路V地段,22.2114143948,113.5585820675,17000,http://www.malimalihome.net/residential/649202
李秉倫大廈 02座,澳門關閘廣場245-315號,22.2149007312,113.5502886772,688,http://www.malimalihome.net/residential/2889719
綠楊花園 02,澳門沙梨頭南街311-343號,22.2066267488,113.5397529602,608,http://www.malimalihome.net/residential/803618
海擎天 03座 高層O,澳門澳門林茂海邊大馬路,22.2053751796,113.5409975052,1080,http://www.malimalihome.net/residential/2826984
鳳凰臺花園 低層H ,澳門澳門新口岸高美士街9E地段,22.1930070771,113.5503671889,848,http://www.malimalihome.net/residential/2826232
廣福安花園 06 中層 BT,澳門黑沙環中街451-581號,22.2112184475,113.5547783436,628,http://www.malimalihome.net/residential/2903265
海名居 02座 低層I.,澳門澳門東北大馬路,22.210222,113.557649,1238,http://www.malimalihome.net/residential/2824605
建華大廈 07座 高層E,澳門黑沙環新街112-206號,22.2083054234,113.5536682606,488,http://www.malimalihome.net/residential/2824647
金苑大廈 02座 高層I,澳門波爾圖街321-365號,22.1874844666,113.5489904881,768,http://www.malimalihome.net/residential/2829092
金苑大廈 01座 中層 J,澳門波爾圖街321-365號,22.1874844666,113.5489904881,980,http://www.malimalihome.net/residential/2942954
東南亞花園 02座 高層AH,澳門馬濟時總督大馬路159-207號,22.1888156698,113.5520267487,758,http://www.malimalihome.net/residential/2823392
"壹號湖畔 07座 中層 D,",澳門澳門外港新填海區B區B2街區B地段沙格斯大馬路,22.1861830543,113.5459113121,1296,http://www.malimalihome.net/residential/2831413
壹號湖畔 01座 中層 D,澳門澳門外港新填海區B區B2街區B地段沙格斯大馬路,22.1861830543,113.5459113121,800,http://www.malimalihome.net/residential/2886699
壹號湖畔 01座 高層D,澳門澳門外港新填海區B區B2街區B地段沙格斯大馬路,22.1861830543,113.5459113121,16000,http://www.malimalihome.net/residential/2829089
綠洲 02 中層 G,澳門鄰近青洲上街供門牌地段,22.20908,113.536111,1080,http://www.malimalihome.net/residential/2823894
寰宇天下 05座 中層 A,澳門澳門東北大馬路,22.2112753368,113.556522131,1200,http://www.malimalihome.net/residential/2900589
寰宇天下 03座 高層A,澳門澳門東北大馬路,22.2112753368,113.556522131,1,http://www.malimalihome.net/residential/2840753
寰宇天下 02 高層B,澳門澳門東北大馬路,22.2112753368,113.556522131,13000,http://www.malimalihome.net/residential/2824355
海天居 05座 高層D,澳門澳門友誼橋大馬路V地段,22.2114143948,113.5585820675,778,http://www.malimalihome.net/residential/2824411
栢蕙花園 03座 高層O,澳門蘭園正街102-138號,22.2027627412,113.5505783558,780,http://www.malimalihome.net/residential/2934310
聯薪廣場 02座 低層P,澳門筷子街南街75-125號,22.2074114572,113.5445058346,770,http://www.malimalihome.net/residential/2885268
東華新邨 06座 高層F,澳門黑沙環新街408-500號,22.206457887,113.5557603836,450,http://www.malimalihome.net/residential/2827058
東華新邨 05座 低層D,澳門黑沙環新街408-500號,22.206457887,113.5557603836,375,http://www.malimalihome.net/residential/2827049
君悅灣 05座 高層B,澳門,22.2091612386,113.5578549528,20000,http://www.malimalihome.net/residential/2813328
君悅灣 03座 高層C,澳門,22.2091612386,113.5578549528,1388,http://www.malimalihome.net/residential/2813439
廣華新邨 08座 低層D,澳門黑沙環新街409-501號,22.2074511891,113.5567903519,478,http://www.malimalihome.net/residential/2818938
